nDocumento,documento,topico
3970,southwestair ive hold hour 5957 type ridicul need link chart rout time,0
3971,southwestair flight cancel flightl reflight book problem onlin work second round hold 3 hr option,0
3972,southwestair kudo rsw cs crew rerout pax allevi sale due grade eqp 800 500,9
3973,southwestair tri get custom destin help get anoth airlin flight 3 day,3
3974,southwestair im alist prefer custom loyal swa howev inflight wifi better today 4 year ago,3
3975,southwestair bad im get memo reserv contain modif prevent chang onlin fustur,12
3976,southwestair almost 2 hour hold 2 hour life cant get back thank,2
3977,southwestair discount three delay,2
3978,southwestair tri onlin told must call bc modif reserv hold almost 2 hour,2
3979,southwestair worst custom servic airlin ive ever flown,5
3980,southwestair need updat flight 464 amp 3574 hold 2 hour,2
3981,southwestair himi flight bna lga cancel flight morning1814 look like flight bna take chanc,0
3982,southwestair cancel flightl flight bna today hold hour frustrat,0
3983,southwestair tri rebook onlin say pay 200 differ price pleas help,2
3984,southwestair im show flight 4720 delay would board pass still good seat given away,2
3985,southwestair cant updat flight onlin bc cancel flight twice alreadi go hour 2 hold,0
3986,southwestair guy real ive hold 4 hour includ one hangup pleas someon reach get back,2
3987,southwestair last 4 time ive arriv lasairport gate block slow depart plane lead 3060 min delay,3
3988,southwestair hold gt30 minut cancel flightl flight still talk anyon flight soon give,2
3989,southwestair hope answer phone today,1
3990,southwestair husband hold 25 hr got disconnectednew wait 30 min cant confirm re due fact book line nut,2
3991,southwestair guy jack price said price go lower smh,17
3992,southwestair hold 2 hour hung 3 cancel flightl flight run daycar kid trap home,0
3993,southwestair realli unhelp cant rebook onlin,0
3994,southwestair allow passeng 2 harass u gate agent mistakefuri noth amp 6yo scare,2
3995,southwestair flight cancel flightl wont let rebook onlin wait time phone long pleas help,0
3996,southwestair wont answer phone horribleservic neveragain frustrat answerthephon,0
3997,southwestair stuck sju sever hour one answer realli tough luv sw respons bad,12
3998,southwestair guy hour 2 phone hold 3am bc volum short staf,2
3999,southwestair cool bag take bit longer dont give baggag blue ballsturn carousel tell come,16
4000,jetblu werent flight came late flight jetblu employe inform us,2
4001,jetblu everyon pilot found last flight plane dirti clean area amp seat,2
4002,jetblu hey guy last flight earn 0 pt,3
4003,jetblu 2 aisl empti evermoreroom seat cant move bc didnt pay nonsens wast jetblu jetbluebo cheap,7
4004,jetblu marti st georg realli zero clue still job nobaggagefe,14
4005,jetblu book tomorrow 250 higher 1st reserv pgfryz get standbi list 4 tonight would help,2
4006,jetblu cancel flight flight push next day id lose 150 hotel tri get sameday flight,2
4007,jetblu ive tri phone laptop,2
4008,jetblu cancel flight flight went anoth airlin 2 leav 2day cancel flight also call jetblu amp got flight 250,0
4009,jetblu wonder websit issu today tri book flight visa alway use reject,3
4010,jetblu upset lack commun weve receiv time flight 1170 mco,16
4011,jetblu ive spent three hour talk differ peopl couldnt help probabl wont use jetblu,2
4012,jetblu call back five time get someon phone knew time getaway went 200,6
4013,jetblu realli flight bay area chicago anymor lame lame,2
4014,jetblu cant book flight outdat forc optin verifi visa nonsens help girl want get sxsw,2
4015,jetblu luggag fee wont b fli jb least aa give platinum pass 2 bag tire overchg bg herd like cattle2slaught,5
4016,jetblu poop bare work,17
4017,jetblu wifi lie hate,3
4018,jetblu issu websit log app know enter info correctli sign,2
4019,jetblu troubl sign trueblu today despit right credenti get abl sign msg,3
4020,jetblu appreci credit troubl lack person respons troubl,3
4021,jetblu thank credit howev submit complaint properti vacat packag hope listen,3
4022,jetblu need help im move dc amp want book one way fare websit wont seem let miss someth,3
4023,jetblu upon sale includ btv usual jetbluehatesbtv,11
4024,jetblu cant link flight last week trublu account 1800 num isnt answeringdont make fli delta dont,17
4025,jetblu get us flight viequ good right look promis,2
4026,jetblu dmd,2
4027,jetblu flight 1856 delay buffalo direct flight plane gate,18
4028,jetblu miss connect transport puerto rico result need get viequ today,16
4029,jetblu suppos viequ 3pm,2
4030,jetblu custom servic today deplor plenti way u could gotten us flight badcustomerservic,3
4031,jetblu absolut miss connect caus us miss ferri viequ get us viequ also flight voucher prbound,16
4032,jetblu send n598jb uvf today weekday weekend,9
4033,jetblu ive experienc better servic make connect flight unit americanair badcustomerservic jfk pr,3
4034,jetblu servic get wors wors plane cant fli wait 2nd aircraft much plan,3
4035,jetblu seat assign 5 min flightlin 20 peopl deep guess im sit baggag marinadomin,8
4036,jetblu worst fli experi ive ever suffer id appreci money back,3
4037,jetblu wife sent famili invit never accept lock famili account never got creat,3
4038,jetblu spent hour phone custom servic find cant help need help famili pool asap,3
4039,jetblu custom servic say sinc wife setup famili account cant join mine year help fix pleas,3
4040,jetblu full capac also pid extra seat perhap crew could help,18
4041,jetblu twice said cant dim light first flight,17
4042,jetblu jfk nyc staff amaz lax jetblu send email detail disappoint experi jetbluecheep,3
4043,jetblu better better passeng flight108 jfk pwm,5
4044,jetblu would air new plane weve redirect mechan error aka delay 23,18
4045,jetblu delay flight redirect gate tell stuck origin gate would 13,2
4046,jetblu definit note whoever stole,16
4047,jetblu 4 hour polici call said didnt report soon enough would chang notic sooner,16
4048,jetblu hope help someon futur would differ procedur discov theft sooner,2
4049,jetblu soon realiz tri figur steal peopl bag secur camera anyth,13
4050,jetblu sinc strand syr without ride miss window opportun right matter 4 hour,2
4051,jetblu absolut worri im never fli ever even hitch hike cross countri passengersarepeopl,3
4052,jetblu dont lose luggag,13
4053,jetblu direct mobil websit direct link get togeth,6
4054,jetblu made mani mistak short period time would lost job point,16
4055,jetblu understand ur someon travel 2 hour get earli relax b4 flight etc adv notic mayb,2
4056,jetblu one four flight trip time hell compani problem,3
4057,jetblu datingrev mco lag two hour delay sit tarmac go 40 minut infant cri plane get us plane,2
4058,jetblu mainten flight land jamaica go secur get term 3 clean board,2
4059,jetblu that answer,1
4060,see start nytim rt jetblu fleet fleek,7
4061,jetblu navig 2 rebook due flu amp ice visit mother cs rep help patient friendli,17
4062,jetblu well plane land intern termin announc 10 pm new time,2
4063,jetblu seat wait hold 20 minut gonenow stay anoth night charlestonveri prici,2
4064,jetblu ok cancel flight flight 1274 tmrw weather amp rebook 4 flight next day flight tmrw night compens,0
4065,jetblu guess werent abl anyth improv time look even late flightr go zombi tomorrow,17
4066,jetblu home guy recov laugh extra day barbado open cuba soon,19
4067,jetblu one look must get old damn,2
4068,jetblu flight tomorrow morn cancel flight amp cant seem rebook cant even get seat clear answer cancel flight,0
4069,jetblu transfer trueblu point within famili pool member cost set contributiontopool alreadi,3
4070,jetblu gotcha lessen delay part happen right,19
4071,social agenc cant nice thing jetblu fleet fleek,2
4072,jetblu fleet fleek plz stop,7
4073,jetblu mrjustyn heard compani studi popular lingo advertis depress embarrass,14
4074,stop jetblu,7
4075,jetblu idea caus delay flight 1316 fll gt jax,18
4076,jetblu app still say cant dm,13
4077,jetblu flight delay hope dont miss connect pleas dont fuck girlfriend _,16
4078,jetblu receiv voucher want improv relat front passeng,2
4079,jetblu three hour delay flight stare blank screen least head could download movi,18
4080,jetblu hate,2
4081,jetblu realli proactiv passeng know entertain system isnt work least let get mag,17
4082,noooo dont pleas dont rt jetblu fleet fleek,7
4083,jetblu major planewid directtv issu yesterday system kept reset crew member,6
4084,jetblu help sinc there bunch us tri get time,2
4085,jetblu havent even gotten plane yet cant afford miss flight back boston ugh,2
4086,sorri unfollow jetblu,2
4087,jetblu land vega allow leav plane yet thank make miss flight 1 pm fustrat,2
4088,case need confirm fleek dead amp gone rt jetblu fleet fleek,7
4089,jetblu fight air,2
4090,jetblu jetblu fleet fleek,2
4091,brand stop shit stop rt jetblu fleet fleek,7
4092,shit got ta stop rt jetblu fleet fleek,7
4093,cmon wors jetba rt jetblu fleet fleek,7
4094,hate rt jetblu fleet fleek,2
4095,sir rt jetblu fleet fleek,7
4096,stop jetblu fleet fleek,7
4097,stop mad jetblu fleet fleek,7
4098,jetblu tatianak thewayoftheid feel free travel voucher assuag indign,9
4099,jetblu respond complaint cultur appropri your spirit airlin fli list,3
4100,jetblu realli flight catch 1 pm vega im pray dont miss flight,2
4101,jetblu martysg spoke corp custom support alreadi shame probabl reason cheaper resolut regard,13
4102,didnt need rt jetblu fleet fleek,2
4103,jetblu info flight 704 sju jfk alreadi delay 2 12 hour,2
4104,jetblu fleet fleek,2
4105,jetblu im sick yall,2
4106,jetblu fleet fleek hate,2
4107,rt jetblu fleet fleek,7
4108,jet boooo rt jetblu fleet fleek,7
4109,bad airlin bad bop newspap jetblu maatkare67 hope your still bae tatianak thewayoftheid,4
4110,rt jetblu fleet fleek,7
4111,jetblu let someon black twitter multimedia depart,16
4112,delet account jetblu,17
4113,less pleas jetblu,2
4114,rt jetblu fleet fleek,7
4115,jetblu fleet fleek smh yall expect trust childish airlin life nah,10
4116,jetblu fleet fleek make stop,7
4117,jetblu enough stop fli jetblu,2
4118,stop usingthisword your compani rt jetblu fleet fleek,7
4119,jetblu fleet fleek cant fli anymor good run,3
4120,jetblu fleet fleek realli jetblu fleek hell yall petti,7
4121,jetblu book flight guy im reconsid decis read tweet,6
4122,rt jetblu fleet fleek,7
4123,flight attend fuck tho rt jetblu fleet fleek,7
4124,nope rt jetblu fleet fleek,2
4125,jetblu pleas stop,2
4126,jetblu well ill make sure never fli jetblu,3
4127,haha jetblu fleet fleek,2
4128,jetblu els plane ducttap ohboy shouldigetoutandpush airplan fli,4
4129,jetblu sure go south breakfast though delay three hour,2
4130,jetblu someon screen play flight,2
4131,jetblu one way let select citystrangeand fair look normal,11
4132,jetblu great job get flight 28 10 minut earli bad 50 minut count wait bag,2
4133,jetblu believ irina flipsid super disappoint eatup cafe isnt avail bo gt sfo flight today,0
4134,jetblu good 2 remind 1914 might hors amp buggi what littl delay right,9
4135,jetblu unhappi 4 hour delay flight miss dinner,18
4136,jetblu call jb 3 timeseverytim auto vmsgyour wait time longer 9 min wait longer 18 min answer,6
4137,jetblu correct rate boston pittsburgh wknd march 14 rate sudden took made plan came back buy amp surpris,6
4138,jetblu nope regular line multix faster liter direct wheelchair stroller line em,11
4139,jetblu thank isnt realli respond request send gener environ site,3
4140,jetblu would like commun directli custom experi execut joanna geraghti email address,3
4141,jetblu understood watch fam head fl expedit 25m takeoff speak confer sf,5
4142,jetblu effort fix point system 11 day call custom servic still account updat chase point fun,16
4143,jetblu tri run curbsid selfcheck amp wast even time end flight book problem unit upset,5
4144,jetblu keep get better water plane,2
4145,jetblu dont want jetblu tv want jetblu wifi,2
4146,jetblu deal flt 460 today departur keep chang go late flight,3
4147,jetblu lol estim departur time plane hasnt even start board yet cant even get delay right,17
4148,jetblu martysg know love jb honestli complex feedback pulldown subopt formsmadden,4
4149,jetblu said havent start look gave 25100 limit nyc waldorf astoria cant find 100 outfit,7
4150,jetblu yeah im awar henc origin msg,3
4151,jetblu 653 updat gate got move complet opposit end termin airlin disast,2
4152,jetblu ask either way doesnt make flight less delay,3
4153,jetblu ye file yesterday around noon claim number havent contact yet,6
4154,jetblu shocker flight delay hour thank remind switch delta,18
4155,jetblu courtesi mosaic member anyon request water attend promptli daniel flight 1557 know better,3
4156,jetblu issu onlin checkin colleagu get webpag avail submit onlin form,0
4157,jetblu go let fl382 gate bo time soon sittin tarmac wait,2
4158,jetblu issu think train amp inform would help great ppl servic need switch individu group better,3
4159,jetblu rat that bummer,13
4160,jetblu sloooooow today,1
4161,jetblu terribl land 915,2
4162,jetblu flight two day ago flight 1918 po,2
4163,jetblu woo updat flight 915 possibl delay 2hr power posit think peopl,18
4164,jetblu appreci respons alreadi spoke mco respons noth idk that mean,19
4165,jetblu didnt find flight ny schedul leav 930pm delay 15hr check huge fail,18
4166,jetblu vega desk said jfk connect would b held 4 us 26 other plane staff jfk say weather problem epicfail,2
4167,jetblu jfk boston flight went delay epicfail,5
4168,jetblu wtf stuck jfk 2 hr delay boston cuz u say snow snow weather map wtf,2
4169,jetblu 2 word staff train joke,2
4170,jetblu joke miss connect flight 5 minut last flight day dont hold 5 minut,2
4171,jetblu idea what go termin five jfk seem zero traffic movement,2
4172,jetblu disappoint lack compass baggag servic dept nearli beg get courtesi report,3
4173,jetblu appar plane delay come san juan monsoon today,8
4174,jetblu 2 hour delay go nyc denver come man,8
4175,jetblu amybruni directtv oscar direct tv flight look forward devast,5
4176,jetblu fix amp jet bridg 40 minut delay 2nd gatestil wait jetblu,2
4177,jetblu didnt work flyfi plu couldnt access abc app spent 19 still miss oscar disappoint,2
4178,jetblu think ill come take nap termin,2
4179,jetblu safeti might prioriti organ clearli,3
4180,jetblu 611 jfk la still delay,18
4181,jetblu lack tv made rough that liter pick yall competitor,6
4182,jetblu reddit work site ridicul,2
4183,jetblu take jetblu travel go maimi next year guy dont go maimi dont guy go maimi,17
4184,jetblu aka take stuff check bag carri extra weight someon shoulder surgeri that,2
4185,jetblu take cosmopolitan blacklist tri work,2
4186,jetblu goodwil 12500 27000 x fine still want new ceo make public apolog passeng flight 136,1
4187,jetblu thank hope soon suppos leav 1123,2
4188,jetblu hard your younger sibl cousin want go airplan get better,3
4189,jetblu potenti stress situat reflight book problem flight diffus help make awesom,5
4190,jetblu even tho extra 5 lb still go plane carri sens say fat peopl,17
4191,jetblu thought mosaic member perk best part instead check extra 5lb im carri,2
4192,jetblu yall go bankrupt inflat realli bad day went 50 120 overweight fee outrag,12
4193,jetblu show flight abc oh well ill live nexttim andthewinneri,5
4194,jetblu ill call morn upset right,3
4195,jetblu im still wait answer,2
4196,jetblu amount money spent hotel week bc flight cancel flightlat anoth flight doesnt make money lost,2
4197,jetblu told jfk 5 hour delay reason delay cant hard notifi 12 hour notic,2
4198,jetblu far worst airlin term servic jfk,5
4199,keep wait time cost anyth jetblu hundr peopl pay thousand dollar feedback,3
4200,jetblu thank delay result schedul issu weather relat flightd problem,3
4201,jetblu less concern delay notifi look board flight delay,18
4202,jetblu board flight 0510 captain inform could exceed the16 hr regul turn plane around incred,3
4203,jetblu julesdameron consid access absolut must equal,7
4204,jetblu watch oscar though right abc flight missingtheoscar,5
4205,jetblu ooookay abc that silli guess watch oscar pure twitter reaction tonight oscar,18
4206,jetblu ive heard new flight tap pay reader accept appl pay thought imposs amp certainli emv compliant,7
4207,jetblu 2nd time row flight jfk disast last time wasnt allow fli stndbi 2 hour delay wout notif,6
4208,jetblu oh right hundr peopl arriv back gate left minut ago sdq,2
4209,jetblu bunch flight delay ffl northeast destin announc gate what go,18
4210,jetblu im dissapoint way paseeng flight 0510 santo domingo treat 9hr board plane info given,10
4211,jetblu idea,2
4212,jetblu thank still annoy especi miss flight tweet tsa,2
4213,jetblu hey jetblu still wait hear lost 98 surfboard jfk bqn airport,2
4214,jetblu gif game strong,11
4215,jetblu well thng wait someon explain us situat respons,2
4216,jetblu flight 98 den jfk alreadi 2hr delay idea might chang due weather forecast etc,0
4217,jetblu close prechk 8pm sunday jfk annoy,17
4218,jetblu crew didnt say safeti say glad stay check inform give costum,17
4219,jetblu quit possibl ruin entir first day south florida bc disorgan getittogeth,7
4220,jetblu im go write post medium experi custom servic tank jetblu,3
4221,jetblu still respons ceo guess oscar bet flight time justwrong,3
4222,jetblu okay name sj crew alamo tatiana keep tell hold leav desk ali told couldnt help bc go break,2
4223,jetblu stock respons delay frustrat poor cust serv amp told 3 ppl wait amp theyd come back,6
4224,jetblu 4 hr delay flight jfk via tampa amp worst custom servic san juan airport app work day,3
4225,jetblu pleas get luggag 2070 onto carousel 5 logan airport ill abl go home,3
4226,jetblu happen confirm flight seat avail onlin checkin except even space upgrad,17
4227,jetblu thank respons wait 5 hour realli frustrat seem like one jetblu concern,2
4228,jetblu tx info dont understand couldnt accur estim departur time earlier weather ny fine,2
4229,jetblu updat pleas flight 2601 continu delay,18
4230,jetblu thank even come solut great servic might saya trueblu member total dissatisfiedthank,10
4231,jetblu day,13
4232,jetblu free wifi flt 1254 pbi make 25 hr delay treat us right,17
4233,jetblu flight 1106 delay ny problem,18
4234,jetblu thank updat preciat hope get delay 2 day get back,18
4235,jetblu ye work hope bag next flight deliv home,13
4236,jetblu wellmi paid ticket assign seat essenti wont flight unless pay,17
4237,jetblu seat arent guarante pay call rep said peopl book seat,2
4238,jetblu ye pleas get seat paid,2
4239,jetblu flight 136 depart 214 final arriv jfk psgr 539 pm that long flight aka bu,3
4240,jetblu hope custom servic rep reliablefriendli usual far live repexp,3
4241,fyi jetblu last email respons undrstnd wasnt best 4 hope 2 wlcm u back onbrd n futur nice touch lol,15
4242,jetblu last flight cancel flightl 2 hour chang light bulb sit wait mainten unreal,0
4243,jetblu say jetblu offici lost custom wast point yet flight,2
4244,jetblu keep tweet ceo answer person apolog wife passeng flight 136 wrong,3
4245,jetblu think safe say 25 year loyal jetblu fli offici done byebyejetblu,3
4246,jetblu token 7500 goodwil voucher passeng stuck flight 136 phoenix today 3 hour mark 27000 per passeng,1
4247,jetblu anyth seriou worri,2
4248,jetblu make freak hard say good thing jetbluefail,17
4249,jetblu serious solut exactli help 5 year old there problem plane,2
4250,jetblu schedul skill fail delay went four hour nearli six dont tell snowbound pbi,17
4251,jetblu sadli app also experienc difficulti flight inform board keep updat,8
4252,jetblu absurd stranger help kid there problem jetblu,2
4253,jetblu thank guarante deli ever bag hotel bag miss connect sfo customerservicenot,2
4254,jetblu your lucki still fli today land gear failur get act togeth help us sit kid,2
4255,jetblu preffer option someth honor one servic appli,1
4256,jetblu want help find us seat dont quot term condit jetbluefail,17
4257,jetblu realli think okay sit kid away parent srsli esp land gear failur,1
4258,jetblu absolut guarante us would sit kid term respons insult jetblu,2
4259,jetblu what excus time 1117 delay lga tpa know plane air,17
4260,jetblu cant guarante parent sit children dont sell ticket promis jetblu,2
4261,jetblu go blue dont go back,17
4262,jetblu mani delay north east citi,15
4263,jetblu kid fli dont hire peopl dont care guy jetblu,17
4264,jetblu shouldnt made feel like crimin want sit near 5 year old flight jetblu,3
4265,jetblu usual great experi guy unhappi right,3
4266,jetblu would hire guy doesnt care safeti children remot accept,17
4267,jetblu what three delay far result three hour unnecessari extra wait,2
4268,jetblu never airlin refus help sit parent tini kid guy will jetblu,3
4269,jetblu san diego 4 hour delay jfkeven amex jetblu even 50000 travel mile your still noth,2
4270,jetblu seem almost inconceiv sit 5 year old alon consid okay guy think,3
4271,jetblu third straight time flight delay fli guy last trip,8
4272,jetblu youv let 215 delay jfk inbound flight syracus realli ishouldhavedriven,18
4273,jetblu 5 year old cant sit alon flight absurd guy dick jetblu,3
4274,jetblu told guy help us sit next 5 8 year old flight jetblu,2
4275,jetblu thank send updat flight delay 3 hour unbeliev,18
4276,jetblu 5 hour delay hour increment realli amp mosaic still pay 25 use loung wast sunday,2
4277,jetblu havent done yet someth onlin thx,3
4278,jetblu amybruni wifi flight cant tweet oscar parti pic 37000ft bluecarpet seabo,10
4279,jetblu thank repli wouldv appreci commun check delay jetblu use goto,5
4280,jetblu also promis chang wife name account also done wtf,3
4281,jetblu guy realli suck spent 40 minut phone link credit account still 12,2
4282,jetblu come thought tampa,8
4283,jetblu good perspect safeti concern express point arriv airport communicationiskey,17
4284,jetblu exactli flight delay 599 bdl dca cant seem get answer,0
4285,jetblu flight bo rsw tomorrow need wife 3yr old sit togeth option check,0
4286,jetblu left 175 peopl hot plane ventil hour half bu jfk,2
4287,jetblu point delay take differ flight destin,2
4288,jetblu dont get money peopl public apolog presid jet blue,2
4289,jetblu book flight jetblu separ 3yr old mother isnt bit stupid checkin headach,0
4290,jetblu fit 140,2
4291,jetblu never got wife destin expect 7500 goodwil credit make everyth hunkydori blew,11
4292,jetblu everi time look flight statu 30 minut ad delay point troubl,8
4293,jetblu hey awesom peep what flight 1159 boston delay 3hr,6
4294,jetblu flight 1384 1583 pick twice week 1583 time delay,15
4295,jetblu what delay boston today sister tri go home broinlaw tri come rdu crazi,6
4296,jetblu 118 boston still sit,5
4297,jetblu dont enough money park garag fault im pay 10min 3hr,2
4298,jetblu wait 3 hr bag flight 2 hr,2
4299,jetblu bother contact alreadi check flight,13
4300,jetblu backlog hour two unaccept,2
4301,jetblu agent told us tsa didnt crew get bag,2
4302,jetblu baggag crew updat staff incompet answer 2 hour,18
4303,jetblu blame tsa flight 584 luggag debacl luggageg,2
4304,jetblu yoga tv servic seem though look forward much,11
4305,jetblu fail that answer pleas dont justifi otherwis,6
4306,jetblu come alreadi delay 2 hr flight 1415 wait pilot come boston reassign endless trip,8
4307,jetblu got alert immedi start look rebook 11 minut reflight book problem catch flight srq,5
4308,jetblu still wait board see give us exit row,2
4309,jetblu shouldnt find tell us ive flown jet blue sinc first month experi isnt,3
4310,jetblu flight delay show airport appropri amount time delay go time,3
4311,jetblu im honestli would like get go journey,3
4312,jetblu case alert arriv late flight fourhour delay dont buy,3
4313,jetblu flight tv flight back seat togeth b6 620 mayb fault still fun,13
4314,jetblu dont believ that team told us,2
4315,jetblu also food avail even purchas quit shock sinc 5 hour intern flight,2
4316,jetblu 1691 jfk one info amp answer board plane team awkward spot amp everyon cranki,1
4317,jetblu flight 1562 still wait bag us check 12 hour ago peopl miss connect pleas help,2
4318,jetblu someth think deal peopl wrong excus figur amp expect unexpect,5
4319,jetblu understand wish would announc delay 2 hour earlier vs sit 2 hr mco,2
4320,jetblu give delay 2 hour mco jfk everi time,6
4321,jetblu wife dog wouldnt even let plane daughter newburgh live close wrong,2
4322,jetblu accord ground staff hasnt even taken plane yet,17
4323,jetblu thank make effort credit credit due flight 795 delay 5 hour instead 8 hour fwiw loweredexpect,18
4324,jetblu time passeng sit hot plane air commun 2 hour wrong,2
4325,jetblu flight delay jfk 2 hour 3 hour 85 hour back 5 hour explan apolog,18
4326,jetblu flight 1562 4 12 hour weather delay 45 minut delay get bag tire passeng,2
4327,jetblu 5hr tarmac yest b4 cancel flight 12amtoday 3 hr delay send txtemail jfk close amp save trip 2 sit airport,3
4328,jetblu fli buf 2 bo miss captain realli delay til 200 happi,3
4329,jetblu would nice app would actual inform flight delay,16
4330,jetblu know want pass along good t5 experi esp someon fli 23 time month,17
4331,jetblu plane stuck newburgh wont start weather relat flightd well passeng plane 10 hr,17
4332,jetblu thank home msi tsa precheck agent direct peopl photo scan beyond rude one grab push children,6
4333,jetblu hold music suck,2
4334,jetblu jfk t5 north check 3 bag drop ladi 1 check someon entir time anoth check in,5
4335,jetblu excus though 3 gate chang though,12
4336,jetblu someon bother inform us airport close would help,2
4337,jetblu get home flight 2016 buf bo miss captain realli,0
4338,jetblu nope 845am flight leav almost 5pm 5 cant believ paid money,2
4339,jetblu cookjaycook123 updat get idea get updat way go hopeless,3
4340,jetblu amagrino cover cost car servic wait time,6
4341,jetblu ridicul 15 hour come wait deplan newborn board,2
4342,jetblu wait hpn plane hour sinc land bc gate pleas get us plane,2
4343,jetblu late flight sever passeng inebri your leagu big alcohol shame,11
4344,jetblu thank make vacat worth current wait runway anoth hour deplan,2
4345,jetblu let san fran media rate what deal look like last time fli anywher,8
4346,jetblu empti help desk,2
4347,jetblu closur peopl need inform passeng send gate gate w info board updat departur,2
4348,jetblu accord jfk plenti plane land problem,2
4349,jetblu thank third gate chang,2
4350,jetblu flight 1533 jfk cartagena airport bar sing opposit prais make pact never fli u,4
4351,jetblu happen plane meant leav 830 wait 1 buffalo seem organiz error weather,6
4352,jetblu award win servic,2
4353,jetblu realli accept inform plane wont start charter bu take passeng jfk,16
4354,jetblu much longer jfk open diabet need sugar plane dont noth,11
4355,jetblu flight 16 sent back gate even though app say leav anyon clue 36 sunni jfk,2
4356,jetblu u guy 2b kid help anywher 5 hour delay still answer bad cust servic idlovetoask,2
4357,jetblu sent plane anyon jetblu clue,2
4358,jetblu unfortun startl rush didnt get name provid descript expand email thank,7
4359,jetblu rude rep tri book famili vacat use trvl credit phone w new rep help,3
4360,jetblu sunni gorgeou ny actual what real reason,19
4361,jetblu 3 hour sent plane hangar flight 1533 jfk absolut ridicul,2
4362,jetblu still sit plane newburg get ridicul way treat loyal custom,2
4363,jetblu what delay system isnt,6
4364,jetblu dont think any1 rli know what goin suppos 2 leav 830a 9a 930a 10a 11a 1130a 12,4
4365,jetblu graciou jetblu tell go buy water snack flight delay 3 hour,2
4366,jetblu appli new tag left bag ground rather load convey belti walk back 50 yard,13
4367,jetblu get flight 16 air,2
4368,jetblu that weather relat flightd nice blame weather airport wasnt prepar investig time,2
4369,jetblu agent demand remov old luggag tag everi airport jb agent polit handl,2
4370,jetblu im also mosaic custom fli jet blue alot,3
4371,jetblu much delay fact flight still come time app give us honest estim,6
4372,jetblu wave someon behind step forward although explain happen indic need make flight,0
4373,jetblu 489 flight 589 depart even board,0
4374,jetblu here part bag drop insert jetblu cc didnt print pass agent stand front refus print pass,2
4375,jetblu that heard weather fine morn flight 136 circl timesomeon forgot clean runway,1
4376,jetblu 30 min past schedul time w departur sight flight longer qualifi time updateyourwebsit 489,6
4377,jetblu entir system go realli,3
4378,jetblu appreci head 1045 11am flight delay bc crew stuck boston communicationfail dobetterjetblu,19
4379,jetblu serious system,12
4380,jetblu horribl experi check agent fort myer ill document send detail boston,3
4381,jetblu flt1533 carta goin 1st told plane come hangar gate chang one know wat plane get,2
4382,jetblu isnt someth tell crew job,1
4383,jetblu app need updat say flight time well past board time 2hr delay,8
4384,jetblu airportwid delay bo get unlucki 152,4
4385,jetblu jfk still close tryna get ft lauderdal flight 502 want get home nyc,2
4386,jetblu woulda nice let us know post board still show flight time,2
4387,jetblu hmmm say im follow got deic still hane around runway clear,13
4388,jetblu flt 136 phx delay 2 hr circl 1 hr divert upstat ny sit 1 hr commun horribl,17
4389,jetblu onlin resourc say time clearli inform age,0
4390,jetblu crew gate,2
4391,jetblu dont tell updat board,3
4392,jetblu issu jfk pilot explain jfk reopen get schedul back cant divert lga closer aci,2
4393,jetblu want talk wall,2
4394,jetblu poor flight manag reason schedul 800 pm flight takr 1100pm,6
4395,jetblu note time taken 906 flight still list time 910 im onboard,6
4396,jetblu 910 flight list time 904am im plane yet,6
4397,jetblu ok got far atlant citi due jfk close get us hpn lga pleas,2
4398,jetblu need eta pleas,2
4399,jetblu fli 2301 delay ice jfk switch late flightr flight free,18
4400,jetblu im 405 nasti boston famili drive 90 min pick eri think flight cancel flight,5
4401,jetblu fllairport best way kill nine hour airport flight full airlin wont put standbi strand,2
4402,jetblu ye said runway isnt readi theyr wait port author remov snow sight,2
4403,jetblu travel busi twice week americanair fiasco ill fli blue often thank,3
4404,jetblu wont see money poor servic stuck virgin america think tri jetblu,3
4405,jetblu suck custom servic worst what point loyalti scheme dont honor badairlin,17
4406,jetblu updat flight 475 leav tf green delay,18
4407,jetblu well said cancel flight pa system guess tri get plane boston 100 confirm,2
4408,jetblu that get page cancel flight 45 min ago delta southwestair help flight tfgreenairport mco,6
4409,jetblu flight 475 cancel flight due lavatori problem cant confirm gon na get flight boston logan int,0
4410,jetblu woman stole seat plane one sit elsewher standard protocol,2
4411,jetblu yep still wait bag jfk what holdup look like flight got time,6
4412,jetblu full six us leav flight wait whole day get flight kid miss school,2
4413,jetblu board order someon board servic anim member parti allerg flight,2
4414,jetblu ridicul got home suppos land 3 hour ago bc hella tire,2
4415,jetblu lost loyal custom use 410 time year,3
4416,jetblu highlight travel 3 hour delay deic twice sit bumper bumper traffic taxi final get home,18
4417,jetblu voucher cant believ took risk plane terribl filthi 15 scream babi face,18
4418,jetblu ive spoken 2email jb team explain situat didnt seem matter anyon guess expect,3
4419,jetblu shock misbehavior cheap comment jet airway staff passeng delhi airport friday board dubai disgust,2
4420,jetblu servic remot control flight watch equal movi three time remot stuck,7
4421,jetblu dgruber1700 oh wow im complain two hour run way shuck jetblu good servic better,3
4422,jetblu im curiou know compens passeng miss engag due two hour wait tarmat get gate,2
4423,jetblu everytim come back boston minimum 45 min wait bag earlier almost hour boston jetblu,2
4424,jetblu employe logan told final got one meet daughter first solo flight rude rep,6
4425,jetblu custom servic brutal,3
4426,jetblu flight attend hesit give babi size cooki,11
4427,jetblu u let make fun size cooki stuckonaplan so babyfood,19
